,lesionTipo,lesionRango,nAnimal,lesionPromedio,sexoAnimales,bursometro,condicionHigado,integridadintestinal,fecha,semana,granja,edadEnDias,ciclo,noGalpon,planVacuna,influenzaVacuna,newcastleVacuna,gumboroVacuna
12773,Erosión Molleja,0-3,5,0,M,4,0,7,2020-07-24,30,Delicias,27,38.0,1.0,P1T3,Trovac,Merial,Bursavac
12774,Comedor de Cama,0-1,5,0,M,4,0,7,2020-07-24,30,Delicias,27,38.0,1.0,P1T3,Trovac,Merial,Bursavac
12775,Proventriculitis,0-3,5,0,M,4,0,7,2020-07-24,30,Delicias,27,38.0,1.0,P1T3,Trovac,Merial,Bursavac
12776,Intestinos Engrosados,0-1,5,0,M,4,0,7,2020-07-24,30,Delicias,27,38.0,1.0,P1T3,Trovac,Merial,Bursavac
12777,Intestinos Adelgazados,0-2,5,0,M,4,0,7,2020-07-24,30,Delicias,27,38.0,1.0,P1T3,Trovac,Merial,Bursavac
12778,E. Acervulina,0-4,5,0,M,4,0,7,2020-07-24,30,Delicias,27,38.0,1.0,P1T3,Trovac,Merial,Bursavac
12779,E. Maxima,0-4,5,0,M,4,0,7,2020-07-24,30,Delicias,27,38.0,1.0,P1T3,Trovac,Merial,Bursavac
12780,E. Tenella,0-4,5,0,M,4,0,7,2020-07-24,30,Delicias,27,38.0,1.0,P1T3,Trovac,Merial,Bursavac
12781,Exceso de Moco,0-2,5,0,M,4,0,7,2020-07-24,30,Delicias,27,38.0,1.0,P1T3,Trovac,Merial,Bursavac
12782,Exceso de Fluido,0-1,5,0,M,4,0,7,2020-07-24,30,Delicias,27,38.0,1.0,P1T3,Trovac,Merial,Bursavac
12783,Descamación Celular,0-2,5,1,M,4,0,7,2020-07-24,30,Delicias,27,38.0,1.0,P1T3,Trovac,Merial,Bursavac
12784,Tenias,0-1,5,0,M,4,0,7,2020-07-24,30,Delicias,27,38.0,1.0,P1T3,Trovac,Merial,Bursavac
12785,Enteritis Necrotica,0-1,5,0,M,4,0,7,2020-07-24,30,Delicias,27,38.0,1.0,P1T3,Trovac,Merial,Bursavac
12786,Pasaje de Alimento,0-2,5,1,M,4,0,7,2020-07-24,30,Delicias,27,38.0,1.0,P1T3,Trovac,Merial,Bursavac
12787,Gas Cecal,0-2,5,1,M,4,0,7,2020-07-24,30,Delicias,27,38.0,1.0,P1T3,Trovac,Merial,Bursavac
12788,Hiperemia,0-1,5,0,M,4,0,7,2020-07-24,30,Delicias,27,38.0,1.0,P1T3,Trovac,Merial,Bursavac
12789,Quemadura de Amoniaco,0-1,5,0,M,4,0,7,2020-07-24,30,Delicias,27,38.0,1.0,P1T3,Trovac,Merial,Bursavac
12790,Aspergilosis,0-1,5,0,M,4,0,7,2020-07-24,30,Delicias,27,38.0,1.0,P1T3,Trovac,Merial,Bursavac
12791,Ascitis,0-1,5,0,M,4,0,7,2020-07-24,30,Delicias,27,38.0,1.0,P1T3,Trovac,Merial,Bursavac
12792,Ascaridios y Gusanos Redondos,0-1,5,0,M,4,0,7,2020-07-24,30,Delicias,27,38.0,1.0,P1T3,Trovac,Merial,Bursavac
12793,Hemorragias Petequiaeles,0-1,5,1,M,4,0,7,2020-07-24,30,Delicias,27,38.0,1.0,P1T3,Trovac,Merial,Bursavac
12794,Pierna Palida,0-1,1,0,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12795,Rasguños,0-1,1,1,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12796,Quemadura Cojinete,0-3,1,1,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12797,Lesion Cavidad Oral,0-1,1,0,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12798,Retención Saco Vitelino,0-1,1,0,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12799,Atrofia del Timo,0-2,1,0,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12800,Daño de Bursa,0-3,1,0,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12801,Necrosis Cabeza Femur,0-1,1,0,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12802,Discondroplasia Tibial,0-3,1,0,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12803,Traqueitis,0-3,1,0,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12804,Aerosaculitis,0-4,1,3,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12805,Cardiovascular,0-3,1,1,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12806,Erosión Molleja,0-3,1,0,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12807,Comedor de Cama,0-1,1,0,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12808,Proventriculitis,0-3,1,0,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12809,Intestinos Engrosados,0-1,1,0,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12810,Intestinos Adelgazados,0-2,1,0,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12811,E. Acervulina,0-4,1,0,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12812,E. Maxima,0-4,1,0,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12813,E. Tenella,0-4,1,0,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12814,Exceso de Moco,0-2,1,1,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12815,Exceso de Fluido,0-1,1,0,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12816,Descamación Celular,0-2,1,0,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12817,Tenias,0-1,1,0,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12818,Enteritis Necrotica,0-1,1,0,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12819,Pasaje de Alimento,0-2,1,0,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12820,Gas Cecal,0-2,1,0,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12821,Hiperemia,0-1,1,0,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12822,Quemadura de Amoniaco,0-1,1,0,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12823,Aspergilosis,0-1,1,0,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12824,Ascitis,0-1,1,0,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12825,Ascaridios y Gusanos Redondos,0-1,1,0,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12826,Hemorragias Petequiaeles,0-1,1,0,H,4,0,9,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12827,Pierna Palida,0-1,2,0,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12828,Rasguños,0-1,2,1,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12829,Quemadura Cojinete,0-3,2,1,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12830,Lesion Cavidad Oral,0-1,2,0,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12831,Retención Saco Vitelino,0-1,2,0,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12832,Atrofia del Timo,0-2,2,0,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12833,Daño de Bursa,0-3,2,0,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12834,Necrosis Cabeza Femur,0-1,2,0,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12835,Discondroplasia Tibial,0-3,2,0,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12836,Traqueitis,0-3,2,0,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12837,Aerosaculitis,0-4,2,0,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12838,Cardiovascular,0-3,2,0,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12839,Erosión Molleja,0-3,2,0,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12840,Comedor de Cama,0-1,2,0,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12841,Proventriculitis,0-3,2,0,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12842,Intestinos Engrosados,0-1,2,0,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12843,Intestinos Adelgazados,0-2,2,0,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12844,E. Acervulina,0-4,2,0,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12845,E. Maxima,0-4,2,0,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12846,E. Tenella,0-4,2,0,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12847,Exceso de Moco,0-2,2,0,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12848,Exceso de Fluido,0-1,2,0,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12849,Descamación Celular,0-2,2,1,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12850,Tenias,0-1,2,0,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12851,Enteritis Necrotica,0-1,2,0,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12852,Pasaje de Alimento,0-2,2,1,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12853,Gas Cecal,0-2,2,0,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12854,Hiperemia,0-1,2,0,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12855,Quemadura de Amoniaco,0-1,2,0,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12856,Aspergilosis,0-1,2,0,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12857,Ascitis,0-1,2,0,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12858,Ascaridios y Gusanos Redondos,0-1,2,0,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12859,Hemorragias Petequiaeles,0-1,2,1,H,4,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12860,Pierna Palida,0-1,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12861,Rasguños,0-1,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12862,Quemadura Cojinete,0-3,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12863,Lesion Cavidad Oral,0-1,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12864,Retención Saco Vitelino,0-1,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12865,Atrofia del Timo,0-2,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12866,Daño de Bursa,0-3,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12867,Necrosis Cabeza Femur,0-1,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12868,Discondroplasia Tibial,0-3,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12869,Traqueitis,0-3,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12870,Aerosaculitis,0-4,3,4,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12871,Cardiovascular,0-3,3,1,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12872,Erosión Molleja,0-3,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12873,Comedor de Cama,0-1,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12874,Proventriculitis,0-3,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12875,Intestinos Engrosados,0-1,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12876,Intestinos Adelgazados,0-2,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12877,E. Acervulina,0-4,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12878,E. Maxima,0-4,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12879,E. Tenella,0-4,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12880,Exceso de Moco,0-2,3,2,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12881,Exceso de Fluido,0-1,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12882,Descamación Celular,0-2,3,1,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12883,Tenias,0-1,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12884,Enteritis Necrotica,0-1,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12885,Pasaje de Alimento,0-2,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12886,Gas Cecal,0-2,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12887,Hiperemia,0-1,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12888,Quemadura de Amoniaco,0-1,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12889,Aspergilosis,0-1,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12890,Ascitis,0-1,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12891,Ascaridios y Gusanos Redondos,0-1,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12892,Hemorragias Petequiaeles,0-1,3,0,H,4,0,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12893,Pierna Palida,0-1,4,0,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12894,Rasguños,0-1,4,1,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12895,Quemadura Cojinete,0-3,4,1,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12896,Lesion Cavidad Oral,0-1,4,0,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12897,Retención Saco Vitelino,0-1,4,0,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12898,Atrofia del Timo,0-2,4,0,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12899,Daño de Bursa,0-3,4,0,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12900,Necrosis Cabeza Femur,0-1,4,0,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12901,Discondroplasia Tibial,0-3,4,0,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12902,Traqueitis,0-3,4,0,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12903,Aerosaculitis,0-4,4,0,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12904,Cardiovascular,0-3,4,1,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12905,Erosión Molleja,0-3,4,0,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12906,Comedor de Cama,0-1,4,0,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12907,Proventriculitis,0-3,4,0,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12908,Intestinos Engrosados,0-1,4,0,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12909,Intestinos Adelgazados,0-2,4,0,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12910,E. Acervulina,0-4,4,0,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12911,E. Maxima,0-4,4,0,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12912,E. Tenella,0-4,4,0,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12913,Exceso de Moco,0-2,4,1,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12914,Exceso de Fluido,0-1,4,0,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12915,Descamación Celular,0-2,4,0,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12916,Tenias,0-1,4,0,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12917,Enteritis Necrotica,0-1,4,0,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12918,Pasaje de Alimento,0-2,4,1,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12919,Gas Cecal,0-2,4,0,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12920,Hiperemia,0-1,4,0,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12921,Quemadura de Amoniaco,0-1,4,0,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12922,Aspergilosis,0-1,4,0,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12923,Ascitis,0-1,4,0,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12924,Ascaridios y Gusanos Redondos,0-1,4,0,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12925,Hemorragias Petequiaeles,0-1,4,0,H,6,0,8,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12926,Pierna Palida,0-1,5,0,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12927,Rasguños,0-1,5,0,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12928,Quemadura Cojinete,0-3,5,0,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12929,Lesion Cavidad Oral,0-1,5,0,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12930,Retención Saco Vitelino,0-1,5,0,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12931,Atrofia del Timo,0-2,5,0,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12932,Daño de Bursa,0-3,5,0,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12933,Necrosis Cabeza Femur,0-1,5,0,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12934,Discondroplasia Tibial,0-3,5,0,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12935,Traqueitis,0-3,5,0,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12936,Aerosaculitis,0-4,5,0,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12937,Cardiovascular,0-3,5,1,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12938,Erosión Molleja,0-3,5,0,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12939,Comedor de Cama,0-1,5,0,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12940,Proventriculitis,0-3,5,0,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12941,Intestinos Engrosados,0-1,5,0,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12942,Intestinos Adelgazados,0-2,5,0,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12943,E. Acervulina,0-4,5,0,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12944,E. Maxima,0-4,5,0,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12945,E. Tenella,0-4,5,0,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12946,Exceso de Moco,0-2,5,1,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12947,Exceso de Fluido,0-1,5,1,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12948,Descamación Celular,0-2,5,1,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12949,Tenias,0-1,5,0,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12950,Enteritis Necrotica,0-1,5,0,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12951,Pasaje de Alimento,0-2,5,1,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12952,Gas Cecal,0-2,5,0,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12953,Hiperemia,0-1,5,0,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12954,Quemadura de Amoniaco,0-1,5,0,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12955,Aspergilosis,0-1,5,0,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
12956,Ascitis,0-1,5,0,M,6,TX,7,2020-07-24,30,Amanecer,35,38.0,8.0,P2IANC3,Avimex,Merial,Bursavac
